3085544|COMPLETED|0:0|4121|billing=8,cpu=8,gres/gpu=1,mem=128G,node=1|g0004
3085545|COMPLETED|0:0|9805|billing=8,cpu=8,gres/gpu=1,mem=128G,node=1|g0004
3085546|COMPLETED|0:0|1753|billing=8,cpu=8,gres/gpu=1,mem=128G,node=1|g0004
